		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	고문한다	고문해	고문해요	고문합니다
Indicative	Past	고문했다	고문했어	고문했어요	고문했습니다
Interrogative	Non-past	고문하느냐	고문해	고문해요	고문합니까
Interrogative	Past	고문했느냐	고문했어	고문했어요	고문했습니까
Hortative	Hortative	고문하자	고문해	고문해요	고문합시다
Imperative	Imperative	고문해라, 고문하여라	고문해	고문해요	고문합시오
Assertive	Assertive	고문하겠다	고문하겠어	고문하겠어요	고문하겠습니다
					
Cause/Reason	Cause/Reason	고문해	고문해서, 고문하여서	고문하니	고문하니까
Contrast	Contrast	고문하지만	고문하는데	고문하더니	
Conjunction	Conjunction	고문하고			
Condition	Condition	고문하면	고문해야, 고문하여야		
Motive	Motive	고문하려고			
					
Verbal nouns	Verbal nouns	고문함	고문하기		
Past-tense verbal nouns	Past-tense verbal nouns	고문했음, 고문하였음	고문했기, 고문하였기		
Determiners	Past	고문한			
Determiners	Present	고문하는			
Determiners	Future	고문할			
					
		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	고문하신다	고문하셔	고문하세요, 고문하셔요	고문하십니다
Indicative	Past	고문하셨다	고문하셨어	고문하셨어요	고문하셨습니다
Interrogative	Non-past	고문하시느냐	고문하셔	고문하세요, 고문하셔요	고문하십니까
Interrogative	Past	고문하셨느냐	고문하셨어	고문하셨어요	고문하셨습니까
Imperative	Imperative	고문하시라	고문하셔	고문하세요	고문하십시오
Assertive	Assertive	고문하시겠다	고문하시겠어	고문하시겠어요	고문하시겠습니다
					
Cause/Reason	Cause/Reason	고문하셔	고문하셔서	고문하시니	고문하시니까
Contrast	Contrast	고문하시지만	고문하시는데	고문하시더니	
Conjunction	Conjunction	고문하시고			
Condition	Condition	고문하시면	고문하셔야		
Motive	Motive	고문하시려고			
