		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	간다	가	가요	갑니다
Indicative	Past	갔다	갔어	갔어요	갔습니다
Interrogative	Non-past	가느냐	가	가요	갑니까
Interrogative	Past	갔느냐	갔어	갔어요	갔습니까
Hortative	Hortative	가자	가	가요	갑시다
Imperative	Imperative	가거라, 가라	가	가요	갑시오
Assertive	Assertive	가겠다	가겠어	가겠어요	가겠습니다
					
Cause/Reason	Cause/Reason	가	가서	가니	가니까
Contrast	Contrast	가지만	가는데	가더니	
Conjunction	Conjunction	가고			
Condition	Condition	가면	가야		
Motive	Motive	가려고			
					
Verbal nouns	Verbal nouns	감	가기		
Past-tense verbal nouns	Past-tense verbal nouns	갔음	갔기		
Determiners	Past	간			
Determiners	Present	가는			
Determiners	Future	갈			
					
		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	가신다	가셔	가세요, 가셔요	가십니다
Indicative	Past	가셨다	가셨어	가셨어요	가셨습니다
Interrogative	Non-past	가시느냐	가셔	가세요, 가셔요	가십니까
Interrogative	Past	가셨느냐	가셨어	가셨어요	가셨습니까
Imperative	Imperative	가시라	가셔	가세요	가십시오
Assertive	Assertive	가시겠다	가시겠어	가시겠어요	가시겠습니다
					
Cause/Reason	Cause/Reason	가셔	가셔서	가시니	가시니까
Contrast	Contrast	가시지만	가시는데	가시더니	
Conjunction	Conjunction	가시고			
Condition	Condition	가시면	가셔야		
Motive	Motive	가시려고			
