		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	로동계급화한다	로동계급화해	로동계급화해요	로동계급화합니다
Indicative	Past	로동계급화했다	로동계급화했어	로동계급화했어요	로동계급화했습니다
Interrogative	Non-past	로동계급화하느냐	로동계급화해	로동계급화해요	로동계급화합니까
Interrogative	Past	로동계급화했느냐	로동계급화했어	로동계급화했어요	로동계급화했습니까
Hortative	Hortative	로동계급화하자	로동계급화해	로동계급화해요	로동계급화합시다
Imperative	Imperative	로동계급화해라, 로동계급화하여라	로동계급화해	로동계급화해요	로동계급화합시오
Assertive	Assertive	로동계급화하겠다	로동계급화하겠어	로동계급화하겠어요	로동계급화하겠습니다
					
Cause/Reason	Cause/Reason	로동계급화해	로동계급화해서, 로동계급화하여서	로동계급화하니	로동계급화하니까
Contrast	Contrast	로동계급화하지만	로동계급화하는데	로동계급화하더니	
Conjunction	Conjunction	로동계급화하고			
Condition	Condition	로동계급화하면	로동계급화해야, 로동계급화하여야		
Motive	Motive	로동계급화하려고			
					
Verbal nouns	Verbal nouns	로동계급화함	로동계급화하기		
Past-tense verbal nouns	Past-tense verbal nouns	로동계급화했음, 로동계급화하였음	로동계급화했기, 로동계급화하였기		
Determiners	Past	로동계급화한			
Determiners	Present	로동계급화하는			
Determiners	Future	로동계급화할			
					
		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	로동계급화하신다	로동계급화하셔	로동계급화하세요, 로동계급화하셔요	로동계급화하십니다
Indicative	Past	로동계급화하셨다	로동계급화하셨어	로동계급화하셨어요	로동계급화하셨습니다
Interrogative	Non-past	로동계급화하시느냐	로동계급화하셔	로동계급화하세요, 로동계급화하셔요	로동계급화하십니까
Interrogative	Past	로동계급화하셨느냐	로동계급화하셨어	로동계급화하셨어요	로동계급화하셨습니까
Imperative	Imperative	로동계급화하시라	로동계급화하셔	로동계급화하세요	로동계급화하십시오
Assertive	Assertive	로동계급화하시겠다	로동계급화하시겠어	로동계급화하시겠어요	로동계급화하시겠습니다
					
Cause/Reason	Cause/Reason	로동계급화하셔	로동계급화하셔서	로동계급화하시니	로동계급화하시니까
Contrast	Contrast	로동계급화하시지만	로동계급화하시는데	로동계급화하시더니	
Conjunction	Conjunction	로동계급화하시고			
Condition	Condition	로동계급화하시면	로동계급화하셔야		
Motive	Motive	로동계급화하시려고			
