,,Formal non-polite(해라체),Informal non-polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,Non-past,고발한다,고발해,고발해요,고발합니다
Indicative,Past,고발했다,고발했어,고발했어요,고발했습니다
Interrogative,Non-past,고발하느냐,고발해,고발해요,고발합니까
Interrogative,Past,고발했느냐,고발했어,고발했어요,고발했습니까
Hortative,Hortative,고발하자,고발해,고발해요,고발합시다
Imperative,Imperative,"고발해라, 고발하여라",고발해,고발해요,고발합시오
Assertive,Assertive,고발하겠다,고발하겠어,고발하겠어요,고발하겠습니다
,,,,,
Cause/Reason,Cause/Reason,고발해,"고발해서, 고발하여서",고발하니,고발하니까
Contrast,Contrast,고발하지만,고발하는데,고발하더니,
Conjunction,Conjunction,고발하고,,,
Condition,Condition,고발하면,"고발해야, 고발하여야",,
Motive,Motive,고발하려고,,,
,,,,,
Verbal nouns,Verbal nouns,고발함,고발하기,,
Past-tense verbal nouns,Past-tense verbal nouns,"고발했음, 고발하였음","고발했기, 고발하였기",,
Determiners,Past,고발한,,,
Determiners,Present,고발하는,,,
Determiners,Future,고발할,,,
,,,,,
,,Formal non-polite(해라체),Informal non-polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,Non-past,고발하신다,고발하셔,"고발하세요, 고발하셔요",고발하십니다
Indicative,Past,고발하셨다,고발하셨어,고발하셨어요,고발하셨습니다
Interrogative,Non-past,고발하시느냐,고발하셔,"고발하세요, 고발하셔요",고발하십니까
Interrogative,Past,고발하셨느냐,고발하셨어,고발하셨어요,고발하셨습니까
Imperative,Imperative,고발하시라,고발하셔,고발하세요,고발하십시오
Assertive,Assertive,고발하시겠다,고발하시겠어,고발하시겠어요,고발하시겠습니다
,,,,,
Cause/Reason,Cause/Reason,고발하셔,고발하셔서,고발하시니,고발하시니까
Contrast,Contrast,고발하시지만,고발하시는데,고발하시더니,
Conjunction,Conjunction,고발하시고,,,
Condition,Condition,고발하시면,고발하셔야,,
Motive,Motive,고발하시려고,,,
,,,,,
Verbal nouns,Verbal nouns,고발하심,고발하시기,,
Past-tense verbal nouns,Past-tense verbal nouns,고발하셨음,고발하셨기,,
Determiners,Past,고발하신,,,
Determiners,Present,고발하시는,,,
Determiners,Future,고발하실,,,
