		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	저렇다	저래	저래요	저렇습니다
Indicative	Past	저랬다	저랬어	저랬어요	저랬습니다
Interrogative	Non-past	저러냐	저래	저래요	저렇습니까
Interrogative	Past	저랬냐	저랬어	저랬어요	저랬습니까
Assertive	Assertive	저렇겠다	저렇겠어	저렇겠어요	저렇겠습니다
					
Cause/Reason	Cause/Reason	저래	저래서	저러니	저러니까
Contrast	Contrast	저렇지만	저런데	저렇더니	
Conjunction	Conjunction	저렇고			
Condition	Condition	저러면	저래야		
					
Verbal nouns	Verbal nouns	저럼	저렇기		
Past-tense verbal nouns	Past-tense verbal nouns	저랬음	저랬기		
Determiners	Present		저런		
Determiners	Future		저럴		
					
		Plain (해라체)	Informal (해체)	Polite (해요체)	Formal (하십시오체)
Indicative	Non-past	저러시다	저러셔	저러세요저러셔요	저러셨습니다
Indicative	Past	저러셨다	저러셨어	저러셨어요	저러셨습니다
Interrogative	Non-past	저러시냐	저러셔	저러세요저러셔요	저러십니까
Interrogative	Past	저러셨냐	저러셨어	저러셨어요	저러셨습니까
Assertive	Assertive	저러시겠다	저러시겠어	저러시겠어요	저러시겠습니다
					
Cause/Reason	Cause/Reason	저러셔	저러셔서	저러시니	저러시니까
Contrast	Contrast	저러시지만	저러신데	저러시더니	
Conjunction	Conjunction	저러시고			
Condition	Condition	저러시면	저러셔야		
					
Verbal nouns	Verbal nouns	저러심	저러시기		
Past-tense verbal nouns	Past-tense verbal nouns	저러셨음	저러셨기		
Determiners	Present		저러신		
Determiners	Future		저러실		
					
