,,Formal non-polite(해라체),Informal non-polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,Non-past,맞는다,맞아,맞아요,맞습니다
Indicative,Past,맞았다,맞았어,맞았어요,맞았습니다
Interrogative,Non-past,맞느냐,맞아,맞아요,맞습니까
Interrogative,Past,맞았느냐,맞았어,맞았어요,맞았습니까
Hortative,Hortative,맞자,맞아,맞아요,맞읍시다
Imperative,Imperative,맞아라,맞아,맞아요,맞읍시오
Assertive,Assertive,맞겠다,맞겠어,맞겠어요,맞겠습니다
,,,,,
Cause/Reason,Cause/Reason,맞아,맞아서,맞으니,맞으니까
Contrast,Contrast,맞지만,맞는데,맞더니,
Conjunction,Conjunction,맞고,,,
Condition,Condition,맞으면,맞아야,,
Motive,Motive,맞으려고,,,
,,,,,
Verbal nouns,Verbal nouns,맞음,맞기,,
Past-tense verbal nouns,Past-tense verbal nouns,맞았음,맞았기,,
Determiners,Past,맞은,,,
Determiners,Present,맞는,,,
Determiners,Future,맞을,,,
,,,,,
,,Formal non-polite(해라체),Informal non-polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,Non-past,맞으신다,맞으셔,"맞으세요, 맞으셔요",맞으십니다
Indicative,Past,맞으셨다,맞으셨어,맞으셨어요,맞으셨습니다
Interrogative,Non-past,맞으시느냐,맞으셔,"맞으세요, 맞으셔요",맞으십니까
Interrogative,Past,맞으셨느냐,맞으셨어,맞으셨어요,맞으셨습니까
Imperative,Imperative,맞으시라,맞으셔,맞으세요,맞으십시오
Assertive,Assertive,맞으시겠다,맞으시겠어,맞으시겠어요,맞으시겠습니다
,,,,,
Cause/Reason,Cause/Reason,맞으셔,맞으셔서,맞으시니,맞으시니까
Contrast,Contrast,맞으시지만,맞으시는데,맞으시더니,
Conjunction,Conjunction,맞으시고,,,
Condition,Condition,맞으시면,맞으셔야,,
Motive,Motive,맞으시려고,,,
,,,,,
Verbal nouns,Verbal nouns,맞으심,맞으시기,,
Past-tense verbal nouns,Past-tense verbal nouns,맞으셨음,맞으셨기,,
Determiners,Past,맞으신,,,
Determiners,Present,맞으시는,,,
Determiners,Future,맞으실,,,
