,,Formal non-polite(해라체),Informal non-polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,Non-past,확고하다,확고해,확고해요,확고합니다
Indicative,Past,확고했다,확고했어,확고했어요,확고했습니다
Interrogative,Non-past,확고하냐,확고해,확고해요,확고합니까
Interrogative,Past,확고했냐,확고했어,확고했어요,확고했습니까
Assertive,Assertive,확고하겠다,확고하겠어,확고하겠어요,확고하겠습니다
,,,,,
Cause/Reason,Cause/Reason,확고해,"확고해서, 확고하여서",확고하니,확고하니까
Contrast,Contrast,확고하지만,확고한데,확고하더니,
Conjunction,Conjunction,확고하고,,,
Condition,Condition,확고하면,"확고해야, 확고하여야",,
,,,,,
Verbal nouns,Verbal nouns,확고함,확고하기,,
Past-tense verbal nouns,Past-tense verbal nouns,"확고했음, 확고하였음","확고했기, 확고하였기",,
Determiners,Present,,확고한,,
Determiners,Future,,확고할,,
,,,,,
,,Plain (해라체),Informal (해체),Polite (해요체),Formal (하십시오체)
Indicative,Non-past,확고하시다,확고하셔,"확고하세요, 확고하셔요",확고하십니다
Indicative,Past,확고하셨다,확고하셨어,확고하셨어요,확고하셨습니다
Interrogative,Non-past,확고하시냐,확고하셔,"확고하세요, 확고하셔요",확고하십니까
Interrogative,Past,확고하셨냐,확고하셨어,확고하셨어요,확고하셨습니까
Assertive,Assertive,확고하시겠다,확고하시겠어,확고하시겠어요,확고하시겠습니다
,,,,,
Cause/Reason,Cause/Reason,확고하셔,확고하셔서,확고하시니,확고하시니까
Contrast,Contrast,확고하시지만,확고하신데,확고하시더니,
Conjunction,Conjunction,확고하시고,,,
Condition,Condition,확고하시면,확고하셔야,,
,,,,,
Verbal nouns,Verbal nouns,확고하심,확고하시기,,
Past-tense verbal nouns,Past-tense verbal nouns,확고하셨음,확고하셨기,,
Determiners,Present,,확고하신,,
Determiners,Future,,확고하실,,
