		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	실현한다	실현해	실현해요	실현합니다
Indicative	Past	실현했다	실현했어	실현했어요	실현했습니다
Interrogative	Non-past	실현하느냐	실현해	실현해요	실현합니까
Interrogative	Past	실현했느냐	실현했어	실현했어요	실현했습니까
Hortative	Hortative	실현하자	실현해	실현해요	실현합시다
Imperative	Imperative	실현해라, 실현하여라	실현해	실현해요	실현합시오
Assertive	Assertive	실현하겠다	실현하겠어	실현하겠어요	실현하겠습니다
					
Cause/Reason	Cause/Reason	실현해	실현해서, 실현하여서	실현하니	실현하니까
Contrast	Contrast	실현하지만	실현하는데	실현하더니	
Conjunction	Conjunction	실현하고			
Condition	Condition	실현하면	실현해야, 실현하여야		
Motive	Motive	실현하려고			
					
Verbal nouns	Verbal nouns	실현함	실현하기		
Past-tense verbal nouns	Past-tense verbal nouns	실현했음, 실현하였음	실현했기, 실현하였기		
Determiners	Past	실현한			
Determiners	Present	실현하는			
Determiners	Future	실현할			
					
		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	실현하신다	실현하셔	실현하세요, 실현하셔요	실현하십니다
Indicative	Past	실현하셨다	실현하셨어	실현하셨어요	실현하셨습니다
Interrogative	Non-past	실현하시느냐	실현하셔	실현하세요, 실현하셔요	실현하십니까
Interrogative	Past	실현하셨느냐	실현하셨어	실현하셨어요	실현하셨습니까
Imperative	Imperative	실현하시라	실현하셔	실현하세요	실현하십시오
Assertive	Assertive	실현하시겠다	실현하시겠어	실현하시겠어요	실현하시겠습니다
					
Cause/Reason	Cause/Reason	실현하셔	실현하셔서	실현하시니	실현하시니까
Contrast	Contrast	실현하시지만	실현하시는데	실현하시더니	
Conjunction	Conjunction	실현하시고			
Condition	Condition	실현하시면	실현하셔야		
Motive	Motive	실현하시려고			
