0,1,2,3,4,5
,,Formal non-polite(해라체),Informal non-polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,Non-past,관리한다,관리해,관리해요,관리합니다
Indicative,Past,관리했다,관리했어,관리했어요,관리했습니다
Interrogative,Non-past,관리하느냐,관리해,관리해요,관리합니까
Interrogative,Past,관리했느냐,관리했어,관리했어요,관리했습니까
Hortative,Hortative,관리하자,관리해,관리해요,관리합시다
Imperative,Imperative,"관리해라, 관리하여라",관리해,관리해요,관리합시오
Assertive,Assertive,관리하겠다,관리하겠어,관리하겠어요,관리하겠습니다
,,,,,
Cause/Reason,Cause/Reason,관리해,"관리해서, 관리하여서",관리하니,관리하니까
Contrast,Contrast,관리하지만,관리하는데,관리하더니,
Conjunction,Conjunction,관리하고,,,
Condition,Condition,관리하면,"관리해야, 관리하여야",,
Motive,Motive,관리하려고,,,
,,,,,
Verbal nouns,Verbal nouns,관리함,관리하기,,
Past-tense verbal nouns,Past-tense verbal nouns,"관리했음, 관리하였음","관리했기, 관리하였기",,
Determiners,Past,관리한,,,
Determiners,Present,관리하는,,,
Determiners,Future,관리할,,,
,,,,,
,,Formal non-polite(해라체),Informal non-polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,Non-past,관리하신다,관리하셔,"관리하세요, 관리하셔요",관리하십니다
Indicative,Past,관리하셨다,관리하셨어,관리하셨어요,관리하셨습니다
Interrogative,Non-past,관리하시느냐,관리하셔,"관리하세요, 관리하셔요",관리하십니까
Interrogative,Past,관리하셨느냐,관리하셨어,관리하셨어요,관리하셨습니까
Imperative,Imperative,관리하시라,관리하셔,관리하세요,관리하십시오
Assertive,Assertive,관리하시겠다,관리하시겠어,관리하시겠어요,관리하시겠습니다
,,,,,
Cause/Reason,Cause/Reason,관리하셔,관리하셔서,관리하시니,관리하시니까
Contrast,Contrast,관리하시지만,관리하시는데,관리하시더니,
Conjunction,Conjunction,관리하시고,,,
Condition,Condition,관리하시면,관리하셔야,,
Motive,Motive,관리하시려고,,,
,,,,,
Verbal nouns,Verbal nouns,관리하심,관리하시기,,
Past-tense verbal nouns,Past-tense verbal nouns,관리하셨음,관리하셨기,,
Determiners,Past,관리하신,,,
Determiners,Present,관리하시는,,,
Determiners,Future,관리하실,,,
