		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	드린다	드려	드려요, 드리어요	드립니다
Indicative	Past	드렸다	드렸어	드렸어요	드렸습니다
Interrogative	Non-past	드리느냐	드려	드려요, 드리어요	드립니까
Interrogative	Past	드렸느냐	드렸어	드렸어요	드렸습니까
Hortative	Hortative	드리자	드려	드려요, 드리어요	드립시다
Imperative	Imperative	드려라, 드리어라	드려	드려요, 드리어요	드립시오
Assertive	Assertive	드리겠다	드리겠어	드리겠어요	드리겠습니다
					
Cause/Reason	Cause/Reason	드려	드려서, 드리어서	드리니	드리니까
Contrast	Contrast	드리지만	드리는데	드리더니	
Conjunction	Conjunction	드리고			
Condition	Condition	드리면	드려야, 드리어야		
Motive	Motive	드리려고			
					
Verbal nouns	Verbal nouns	드림	드리기		
Past-tense verbal nouns	Past-tense verbal nouns	드렸음, 드리었음	드렸기, 드리었기		
Determiners	Past	드린			
Determiners	Present	드리는			
Determiners	Future	드릴			
