		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	푼다	퍼	퍼요	풉니다
Indicative	Past	펐다	펐어	펐어요	펐습니다
Interrogative	Non-past	푸느냐	퍼	퍼요	풉니까
Interrogative	Past	펐느냐	펐어	펐어요	펐습니까
Hortative	Hortative	푸자	퍼	퍼요	풉시다
Imperative	Imperative	퍼라	퍼	퍼요	풉시오
Assertive	Assertive	푸겠다	푸겠어	푸겠어요	푸겠습니다
					
Cause/Reason	Cause/Reason	퍼	퍼서	푸니	푸니까
Contrast	Contrast	푸지만	푸는데	푸더니	
Conjunction	Conjunction	푸고			
Condition	Condition	푸면	퍼야		
Motive	Motive	푸려고			
					
Verbal nouns	Verbal nouns	품	푸기		
Past-tense verbal nouns	Past-tense verbal nouns	펐음	펐기		
Determiners	Past	푼			
Determiners	Present	푸는			
Determiners	Future	풀			
					
		Formal non-polite(해라체)	Informal non-polite(해체)	Informal polite(해요체)	Formal polite(하십시오체)
Indicative	Non-past	푸신다	푸셔	푸세요, 푸셔요	푸십니다
Indicative	Past	푸셨다	푸셨어	푸셨어요	푸셨습니다
Interrogative	Non-past	푸시느냐	푸셔	푸세요, 푸셔요	푸십니까
Interrogative	Past	푸셨느냐	푸셨어	푸셨어요	푸셨습니까
Imperative	Imperative	푸시라	푸셔	푸세요	푸십시오
Assertive	Assertive	푸시겠다	푸시겠어	푸시겠어요	푸시겠습니다
					
Cause/Reason	Cause/Reason	푸셔	푸셔서	푸시니	푸시니까
Contrast	Contrast	푸시지만	푸시는데	푸시더니	
Conjunction	Conjunction	푸시고			
Condition	Condition	푸시면	푸셔야		
Motive	Motive	푸시려고			
					
Verbal nouns	Verbal nouns	푸심	푸시기		
Past-tense verbal nouns	Past-tense verbal nouns	푸셨음	푸셨기		
Determiners	Past	푸신			
Determiners	Present	푸시는			
Determiners	Future	푸실			
