0,1,2,3,4,5
,,Formal non-polite(해라체),Informal non-polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,Non-past,든다,들어,들어요,듭니다
Indicative,Past,들었다,들었어,들었어요,들었습니다
Interrogative,Non-past,드느냐,들어,들어요,듭니까
Interrogative,Past,들었느냐,들었어,들었어요,들었습니까
Hortative,Hortative,들자,들어,들어요,듭시다
Imperative,Imperative,들어라,들어,들어요,듭시오
Assertive,Assertive,들겠다,들겠어,들겠어요,들겠습니다
,,,,,
Cause/Reason,Cause/Reason,들어,들어서,드니,드니까
Contrast,Contrast,들지만,드는데,들더니,
Conjunction,Conjunction,들고,,,
Condition,Condition,들면,들어야,,
Motive,Motive,들려고,,,
,,,,,
Verbal nouns,Verbal nouns,듦,들기,,
Past-tense verbal nouns,Past-tense verbal nouns,들었음,들었기,,
Determiners,Past,든,,,
Determiners,Present,드는,,,
Determiners,Future,들,,,
,,,,,
,,Formal non-polite(해라체),Informal non-polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,Non-past,드신다,드셔,"드세요, 드셔요",드십니다
Indicative,Past,드셨다,드셨어,드셨어요,드셨습니다
Interrogative,Non-past,드시느냐,드셔,"드세요, 드셔요",드십니까
Interrogative,Past,드셨느냐,드셨어,드셨어요,드셨습니까
Imperative,Imperative,드시라,드셔,드세요,드십시오
Assertive,Assertive,드시겠다,드시겠어,드시겠어요,드시겠습니다
,,,,,
Cause/Reason,Cause/Reason,드셔,드셔서,드시니,드시니까
Contrast,Contrast,드시지만,드시는데,드시더니,
Conjunction,Conjunction,드시고,,,
Condition,Condition,드시면,드셔야,,
Motive,Motive,드시려고,,,
,,,,,
Verbal nouns,Verbal nouns,드심,드시기,,
Past-tense verbal nouns,Past-tense verbal nouns,드셨음,드셨기,,
Determiners,Past,드신,,,
Determiners,Present,드시는,,,
Determiners,Future,드실,,,
,,,,,
,,Formal non-polite(해라체),Informal non-polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,Non-past,드신다deusinda,드셔deusyeo,"드세요, 드셔요deuseyo, deusyeoyo",드십니다deusimnida
Indicative,Past,드셨다deusyeotda,드셨어deusyeosseo,드셨어요deusyeosseoyo,드셨습니다deusyeotseumnida
Interrogative,Non-past,드시느냐deusineunya,드셔deusyeo,"드세요, 드셔요deuseyo, deusyeoyo",드십니까deusimnikka
Interrogative,Past,드셨느냐deusyeonneunya,드셨어deusyeosseo,드셨어요deusyeosseoyo,드셨습니까deusyeotseumnikka
Imperative,Imperative,,,"드세요, 드셔요deuseyo, deusyeoyo",드십시오deusipsio
Assertive,Assertive,드시겠다deusigetda,드시겠어deusigesseo,드시겠어요deusigesseoyo,드시겠습니다deusigetseumnida
,,,,,
Cause/Reason,Cause/Reason,드셔deusyeo,드셔서deusyeoseo,드시니deusini,드시니까deusinikka
Contrast,Contrast,드시지만deusijiman,드시는데deusineunde,드시더니deusideoni,
Conjunction,Conjunction,드시고deusigo,,,
Condition,Condition,드시면deusimyeon,드셔야deusyeoya,,
Motive,Motive,드시려고deusiryeogo,,,
,,,,,
Verbal nouns,Verbal nouns,드심deusim,드시기deusigi,,
Past-tense verbal nouns,Past-tense verbal nouns,드셨음deusyeosseum,드셨기deusyeotgi,,
Determiners,Past,드신deusin,,,
Determiners,Present,드시는deusineun,,,
Determiners,Future,드실deusil,,,
